student_id,name,branch,year_of_study,joining_year,phone,password,stop_id
20211F0063,Priya Kumar,IT,4,2020,9234870532,bvrit123,18
20211G0001,Nikhil Goud,AIDS,4,2020,9329830192,bvrit123,140
20211G0002,Aryan Singh,AIDS,4,2020,9886684833,bvrit123,70
20211G0003,Rahul Reddy,AIDS,4,2020,9256285191,bvrit123,135
20211G0004,Meghana Deshmukh,AIDS,4,2020,9616261353,bvrit123,28
20211G0005,Anjali Agarwal,AIDS,4,2020,9843441430,bvrit123,59
20211G0006,Swati Reddy,AIDS,4,2020,9718487182,bvrit123,110
20211G0007,Riya Chowdary,AIDS,4,2020,9734462146,bvrit123,138
20211G0008,Nikhil Patil,AIDS,4,2020,9674147743,bvrit123,19
20211G0009,Kavya Patil,AIDS,4,2020,9819075238,bvrit123,42
20211G0010,Arjun Goud,AIDS,4,2020,9864840777,bvrit123,137
20211G0011,Rahul Gupta,AIDS,4,2020,9219596609,bvrit123,75
20211G0012,Vikram Reddy,AIDS,4,2020,9775016500,bvrit123,113
20211G0013,Anjali Verma,AIDS,4,2020,9479982374,bvrit123,88
20211G0014,Rahul Reddy,AIDS,4,2020,9565609202,bvrit123,67
20211G0015,Priya Naidu,AIDS,4,2020,9779621356,bvrit123,108
20211G0016,Meghana Naidu,AIDS,4,2020,9351450482,bvrit123,135
20211G0017,Rahul Gupta,AIDS,4,2020,9718673719,bvrit123,54
20211G0018,Priya Sharma,AIDS,4,2020,9338216903,bvrit123,38
20211G0019,Sneha Gupta,AIDS,4,2020,9957558904,bvrit123,47
20211G0020,Nikhil Verma,AIDS,4,2020,9565751530,bvrit123,59
20211G0021,Aditya Sharma,AIDS,4,2020,9276653882,bvrit123,58
20211G0022,Meghana Agarwal,AIDS,4,2020,9407671470,bvrit123,40
20211G0023,Pooja Rao,AIDS,4,2020,9745598149,bvrit123,20
20211G0024,Nikhil Rao,AIDS,4,2020,9334731251,bvrit123,140
20211G0025,Divya Chowdary,AIDS,4,2020,9844560675,bvrit123,75
20211G0026,Divya Goud,AIDS,4,2020,9861390376,bvrit123,115
20211G0027,Vikram Patil,AIDS,4,2020,9884588464,bvrit123,82
20211G0028,Swati Patil,AIDS,4,2020,9264271097,bvrit123,106
20211G0029,Anjali Deshmukh,AIDS,4,2020,9844957070,bvrit123,108
20211G0030,Swati Naidu,AIDS,4,2020,9760953584,bvrit123,18
20211G0031,Aryan Rao,AIDS,4,2020,9147434060,bvrit123,129
20211G0032,Arjun Agarwal,AIDS,4,2020,9945154309,bvrit123,9
20211G0033,Divya Kumar,AIDS,4,2020,9836188872,bvrit123,121
20211G0034,Kavya Goud,AIDS,4,2020,9746069169,bvrit123,12
20211G0035,Swati Deshmukh,AIDS,4,2020,9683366552,bvrit123,77
20211G0036,Karthik Sharma,AIDS,4,2020,9778738948,bvrit123,47
20211G0037,Siddharth Singh,AIDS,4,2020,9979563105,bvrit123,50
20211G0038,Meghana Naidu,AIDS,4,2020,9254412904,bvrit123,112
20211G0039,Varun Rao,AIDS,4,2020,9793795552,bvrit123,1
20211G0040,Priya Gupta,AIDS,4,2020,9611759513,bvrit123,83
20211G0041,Neha Kumar,AIDS,4,2020,9443143408,bvrit123,61
20211G0042,Priya Agarwal,AIDS,4,2020,9688358141,bvrit123,32
20211G0043,Rahul Naidu,AIDS,4,2020,9627067872,bvrit123,144
20211G0044,Meghana Patil,AIDS,4,2020,9923254285,bvrit123,91
20211G0045,Pooja Goud,AIDS,4,2020,9862051818,bvrit123,63
20211G0046,Sneha Singh,AIDS,4,2020,9271755882,bvrit123,122
20211G0047,Arjun Agarwal,AIDS,4,2020,9105116294,bvrit123,4
20211G0048,Priya Patil,AIDS,4,2020,9638626649,bvrit123,79
20211G0049,Vikram Kumar,AIDS,4,2020,9161406195,bvrit123,63
20211G0050,Sneha Singh,AIDS,4,2020,9276706645,bvrit123,8
20211G0051,Rohit Verma,AIDS,4,2020,9127711933,bvrit123,85
20211G0052,Meghana Goud,AIDS,4,2020,9636945673,bvrit123,50
20211G0053,Kavya Rao,AIDS,4,2020,9131736624,bvrit123,99
20211G0054,Karthik Kumar,AIDS,4,2020,9980972369,bvrit123,56
20211G0055,Arjun Yadav,AIDS,4,2020,9853382348,bvrit123,129
20211G0056,Meghana Sharma,AIDS,4,2020,9205364905,bvrit123,86
20211G0057,Kavya Agarwal,AIDS,4,2020,9984897407,bvrit123,117
20211G0058,Aditya Rao,AIDS,4,2020,9117688102,bvrit123,137
20211G0059,Rahul Naidu,AIDS,4,2020,9458366101,bvrit123,15
20211G0060,Rohit Goud,AIDS,4,2020,9686376405,bvrit123,44
20211G0061,Swati Reddy,AIDS,4,2020,9758367395,bvrit123,126
20211G0062,Anjali Singh,AIDS,4,2020,9960402335,bvrit123,34
20211G0063,Aryan Chowdary,AIDS,4,2020,9915631242,bvrit123,40
20211H0001,Karthik Goud,AIML,4,2020,9486372007,bvrit123,126
20211H0002,Karthik Singh,AIML,4,2020,9818792316,bvrit123,88
20211H0003,Anjali Reddy,AIML,4,2020,9526193161,bvrit123,33
20211H0004,Karthik Gupta,AIML,4,2020,9403620646,bvrit123,54
20211H0005,Siddharth Singh,AIML,4,2020,9424570894,bvrit123,106
20211H0006,Priya Sharma,AIML,4,2020,9132231441,bvrit123,97
20211H0007,Kavya Verma,AIML,4,2020,9783964343,bvrit123,23
20211H0008,Divya Deshmukh,AIML,4,2020,9457495052,bvrit123,98
20211H0009,Riya Goud,AIML,4,2020,9442838616,bvrit123,82
20211H0010,Riya Singh,AIML,4,2020,9799560294,bvrit123,144
20211H0011,Karthik Sharma,AIML,4,2020,9699474489,bvrit123,30
20211H0012,Nikhil Chowdary,AIML,4,2020,9888566504,bvrit123,57
20211H0013,Kavya Deshmukh,AIML,4,2020,9889793160,bvrit123,32
20211H0014,Nikhil Rao,AIML,4,2020,9169074532,bvrit123,99
20211H0015,Priya Chowdary,AIML,4,2020,9435495020,bvrit123,72
20211H0016,Priya Verma,AIML,4,2020,9716335538,bvrit123,16
20211H0017,Swati Agarwal,AIML,4,2020,9782412898,bvrit123,139
20211H0018,Divya Chowdary,AIML,4,2020,9704007904,bvrit123,89
20211H0019,Swati Kumar,AIML,4,2020,9344878160,bvrit123,75
20211H0020,Priya Gupta,AIML,4,2020,9683292323,bvrit123,15
20211H0021,Aditya Verma,AIML,4,2020,9973594056,bvrit123,123
20211H0022,Kavya Chowdary,AIML,4,2020,9681371717,bvrit123,24
20211H0023,Neha Deshmukh,AIML,4,2020,9431932115,bvrit123,69
20211H0024,Sneha Chowdary,AIML,4,2020,9346036920,bvrit123,34
20211H0025,Arjun Reddy,AIML,4,2020,9537682690,bvrit123,30
20211H0026,Neha Kumar,AIML,4,2020,9816374340,bvrit123,123
20211H0027,Arjun Reddy,AIML,4,2020,9278684400,bvrit123,71
20211H0028,Swati Rao,AIML,4,2020,9878934761,bvrit123,21
20211H0029,Aditya Goud,AIML,4,2020,9707364469,bvrit123,70
20211H0030,Pooja Verma,AIML,4,2020,9893670574,bvrit123,61
20211H0031,Pooja Singh,AIML,4,2020,9430692207,bvrit123,3
20211H0032,Kavya Sharma,AIML,4,2020,9393625386,bvrit123,12
20211H0033,Arjun Verma,AIML,4,2020,9889228587,bvrit123,118
20211H0034,Rohit Rao,AIML,4,2020,9114936824,bvrit123,129
20211H0035,Riya Chowdary,AIML,4,2020,9565176517,bvrit123,53
20211H0036,Meghana Rao,AIML,4,2020,9440843044,bvrit123,56
20211H0037,Pooja Chowdary,AIML,4,2020,9294251782,bvrit123,105
20211H0038,Siddharth Sharma,AIML,4,2020,9177508515,bvrit123,11
20211H0039,Swati Yadav,AIML,4,2020,9987117982,bvrit123,94
20211H0040,Aditya Chowdary,AIML,4,2020,9290998188,bvrit123,57
20211H0041,Pooja Yadav,AIML,4,2020,9184146898,bvrit123,121
20211H0042,Arjun Agarwal,AIML,4,2020,9381854515,bvrit123,61
20211H0043,Divya Gupta,AIML,4,2020,9839593335,bvrit123,75
20211H0044,Rahul Agarwal,AIML,4,2020,9722172656,bvrit123,17
20211H0045,Kavya Naidu,AIML,4,2020,9857594994,bvrit123,116
20211H0046,Neha Deshmukh,AIML,4,2020,9426928764,bvrit123,133
20211H0047,Aryan Yadav,AIML,4,2020,9594495160,bvrit123,60
20211H0048,Nikhil Kumar,AIML,4,2020,9359223170,bvrit123,132
20211H0049,Karthik Sharma,AIML,4,2020,9411759909,bvrit123,54
20211H0050,Rahul Rao,AIML,4,2020,9706351327,bvrit123,21
20211H0051,Varun Gupta,AIML,4,2020,9710984631,bvrit123,90
20211H0052,Priya Goud,AIML,4,2020,9629138624,bvrit123,126
20211H0053,Sneha Rao,AIML,4,2020,9978562575,bvrit123,1
20211H0054,Rohit Naidu,AIML,4,2020,9736756447,bvrit123,135
20211H0055,Aditya Agarwal,AIML,4,2020,9526589868,bvrit123,117
20211H0056,Arjun Naidu,AIML,4,2020,9981302641,bvrit123,25
20211H0057,Neha Sharma,AIML,4,2020,9370922276,bvrit123,58
20211H0058,Rahul Sharma,AIML,4,2020,9732177121,bvrit123,2
20211H0059,Aryan Verma,AIML,4,2020,9212836674,bvrit123,132
20211H0060,Swati Reddy,AIML,4,2020,9333870949,bvrit123,5
20211H0061,Rohit Singh,AIML,4,2020,9166618642,bvrit123,89
20211H0062,Vikram Sharma,AIML,4,2020,9774769743,bvrit123,16
20211H0063,Aryan Deshmukh,AIML,4,2020,9231104662,bvrit123,64
21211A0001,Swati Singh,CSE,3,2021,9294572386,bvrit123,124
21211A0002,Swati Gupta,CSE,3,2021,9529751673,bvrit123,31
21211A0003,Aditya Singh,CSE,3,2021,9218580833,bvrit123,107
21211A0004,Divya Naidu,CSE,3,2021,9900845971,bvrit123,98
21211A0005,Siddharth Yadav,CSE,3,2021,9384704988,bvrit123,41
21211A0006,Pooja Gupta,CSE,3,2021,9339735599,bvrit123,119
21211A0007,Anjali Rao,CSE,3,2021,9406917168,bvrit123,23
21211A0008,Aryan Yadav,CSE,3,2021,9490819202,bvrit123,30
21211A0009,Arjun Patil,CSE,3,2021,9604243520,bvrit123,131
21211A0010,Divya Deshmukh,CSE,3,2021,9251359255,bvrit123,40
21211A0011,Rahul Chowdary,CSE,3,2021,9311204337,bvrit123,23
21211A0012,Divya Patil,CSE,3,2021,9880979401,bvrit123,99
21211A0013,Meghana Chowdary,CSE,3,2021,9272555033,bvrit123,140
21211A0014,Anjali Kumar,CSE,3,2021,9147734605,bvrit123,83
21211A0015,Nikhil Deshmukh,CSE,3,2021,9696005297,bvrit123,79
21211A0016,Siddharth Sharma,CSE,3,2021,9447358395,bvrit123,22
21211A0017,Priya Goud,CSE,3,2021,9326930413,bvrit123,20
21211A0018,Meghana Deshmukh,CSE,3,2021,9303475488,bvrit123,65
21211A0019,Anjali Sharma,CSE,3,2021,9543484039,bvrit123,47
21211A0020,Aditya Verma,CSE,3,2021,9803949194,bvrit123,43
21211A0021,Karthik Naidu,CSE,3,2021,9555538426,bvrit123,23
21211A0022,Arjun Deshmukh,CSE,3,2021,9399668963,bvrit123,50
21211A0023,Rahul Gupta,CSE,3,2021,9420743556,bvrit123,100
21211A0024,Anjali Sharma,CSE,3,2021,9373731579,bvrit123,135
21211A0025,Riya Rao,CSE,3,2021,9686437650,bvrit123,109
21211A0026,Sneha Singh,CSE,3,2021,9564845853,bvrit123,107
21211A0027,Priya Goud,CSE,3,2021,9432231301,bvrit123,98
21211A0028,Pooja Singh,CSE,3,2021,9974158136,bvrit123,132
21211A0029,Kavya Sharma,CSE,3,2021,9486288319,bvrit123,101
21211A0030,Divya Patil,CSE,3,2021,9131035928,bvrit123,19
21211A0031,Rahul Deshmukh,CSE,3,2021,9542225829,bvrit123,32
21211A0032,Vikram Singh,CSE,3,2021,9200699528,bvrit123,125
21211A0033,Rahul Reddy,CSE,3,2021,9212961775,bvrit123,52
21211A0034,Kavya Chowdary,CSE,3,2021,9953515805,bvrit123,83
21211A0035,Varun Verma,CSE,3,2021,9377241944,bvrit123,119
21211A0036,Rahul Yadav,CSE,3,2021,9606398756,bvrit123,107
21211A0037,Karthik Goud,CSE,3,2021,9940443186,bvrit123,78
21211A0038,Varun Yadav,CSE,3,2021,9886621689,bvrit123,100
21211A0039,Swati Goud,CSE,3,2021,9531280063,bvrit123,124
21211A0040,Rohit Goud,CSE,3,2021,9885434090,bvrit123,29
21211A0041,Varun Chowdary,CSE,3,2021,9946759468,bvrit123,92
21211A0042,Rahul Naidu,CSE,3,2021,9980222600,bvrit123,34
21211A0043,Aditya Deshmukh,CSE,3,2021,9702923890,bvrit123,46
21211A0044,Rahul Rao,CSE,3,2021,9226652815,bvrit123,72
21211A0045,Varun Kumar,CSE,3,2021,9915653328,bvrit123,90
21211A0046,Aditya Goud,CSE,3,2021,9309924203,bvrit123,101
21211A0047,Neha Sharma,CSE,3,2021,9207289228,bvrit123,125
21211A0048,Neha Singh,CSE,3,2021,9765562602,bvrit123,94
21211A0049,Karthik Agarwal,CSE,3,2021,9365947174,bvrit123,104
21211A0050,Vikram Chowdary,CSE,3,2021,9318711309,bvrit123,47
21211A0051,Sneha Chowdary,CSE,3,2021,9840928358,bvrit123,57
21211A0052,Rahul Gupta,CSE,3,2021,9770665158,bvrit123,12
21211A0053,Anjali Agarwal,CSE,3,2021,9980653107,bvrit123,38
21211A0054,Vikram Kumar,CSE,3,2021,9413477428,bvrit123,82
21211A0055,Siddharth Gupta,CSE,3,2021,9264435792,bvrit123,37
21211A0056,Arjun Goud,CSE,3,2021,9562220569,bvrit123,47
21211A0057,Priya Goud,CSE,3,2021,9658783556,bvrit123,39
21211A0058,Riya Deshmukh,CSE,3,2021,9241765527,bvrit123,77
21211A0059,Rahul Singh,CSE,3,2021,9792707051,bvrit123,130
21211A0060,Varun Verma,CSE,3,2021,9896980841,bvrit123,39
21211A0061,Rohit Patil,CSE,3,2021,9816950201,bvrit123,22
21211A0062,Swati Gupta,CSE,3,2021,9931998429,bvrit123,110
21211A0063,Riya Chowdary,CSE,3,2021,9675255665,bvrit123,116
21211B0001,Siddharth Sharma,ECE,3,2021,9502001127,bvrit123,16
21211B0002,Divya Reddy,ECE,3,2021,9134540476,bvrit123,89
21211B0003,Aditya Reddy,ECE,3,2021,9855215172,bvrit123,110
21211B0004,Varun Kumar,ECE,3,2021,9528745209,bvrit123,122
21211B0005,Meghana Goud,ECE,3,2021,9237441786,bvrit123,55
21211B0006,Anjali Naidu,ECE,3,2021,9162981804,bvrit123,17
21211B0007,Rohit Chowdary,ECE,3,2021,9889631154,bvrit123,39
21211B0008,Pooja Sharma,ECE,3,2021,9801022811,bvrit123,13
21211B0009,Rahul Deshmukh,ECE,3,2021,9822290452,bvrit123,44
21211B0010,Aryan Kumar,ECE,3,2021,9653298092,bvrit123,98
21211B0011,Meghana Yadav,ECE,3,2021,9906488771,bvrit123,118
21211B0012,Rohit Sharma,ECE,3,2021,9240176507,bvrit123,133
21211B0013,Divya Goud,ECE,3,2021,9713219167,bvrit123,81
21211B0014,Meghana Naidu,ECE,3,2021,9257678382,bvrit123,143
21211B0015,Meghana Goud,ECE,3,2021,9953422960,bvrit123,1
21211B0016,Sneha Verma,ECE,3,2021,9102528051,bvrit123,74
21211B0017,Nikhil Goud,ECE,3,2021,9141540895,bvrit123,50
21211B0018,Meghana Singh,ECE,3,2021,9858503983,bvrit123,85
21211B0019,Vikram Gupta,ECE,3,2021,9508618537,bvrit123,110
21211B0020,Nikhil Goud,ECE,3,2021,9329979940,bvrit123,91
21211B0021,Rohit Patil,ECE,3,2021,9959956581,bvrit123,110
21211B0022,Varun Deshmukh,ECE,3,2021,9229098374,bvrit123,27
21211B0023,Pooja Agarwal,ECE,3,2021,9127544811,bvrit123,93
21211B0024,Varun Kumar,ECE,3,2021,9154165158,bvrit123,27
21211B0025,Sneha Kumar,ECE,3,2021,9236181333,bvrit123,99
21211B0026,Anjali Chowdary,ECE,3,2021,9530149957,bvrit123,109
21211B0027,Rahul Verma,ECE,3,2021,9873878826,bvrit123,18
21211B0028,Arjun Goud,ECE,3,2021,9483749980,bvrit123,115
21211B0029,Riya Kumar,ECE,3,2021,9948451706,bvrit123,87
21211B0030,Arjun Naidu,ECE,3,2021,9588853106,bvrit123,80
21211B0031,Aryan Deshmukh,ECE,3,2021,9971591231,bvrit123,69
21211B0032,Nikhil Rao,ECE,3,2021,9382753681,bvrit123,125
21211B0033,Vikram Kumar,ECE,3,2021,9359419084,bvrit123,67
21211B0034,Kavya Patil,ECE,3,2021,9467763318,bvrit123,72
21211B0035,Pooja Reddy,ECE,3,2021,9655899006,bvrit123,114
21211B0036,Aryan Gupta,ECE,3,2021,9695684761,bvrit123,93
21211B0037,Divya Sharma,ECE,3,2021,9218418375,bvrit123,47
21211B0038,Divya Rao,ECE,3,2021,9327872198,bvrit123,130
21211B0039,Divya Deshmukh,ECE,3,2021,9896585939,bvrit123,36
21211B0040,Varun Chowdary,ECE,3,2021,9288437813,bvrit123,22
21211B0041,Neha Patil,ECE,3,2021,9349390805,bvrit123,105
21211B0042,Rahul Gupta,ECE,3,2021,9268249205,bvrit123,94
21211B0043,Swati Gupta,ECE,3,2021,9181351678,bvrit123,132
21211B0044,Kavya Goud,ECE,3,2021,9635347008,bvrit123,122
21211B0045,Swati Yadav,ECE,3,2021,9680823889,bvrit123,100
21211B0046,Rahul Singh,ECE,3,2021,9138409660,bvrit123,86
21211B0047,Sneha Naidu,ECE,3,2021,9567578811,bvrit123,2
21211B0048,Neha Yadav,ECE,3,2021,9767168994,bvrit123,104
21211B0049,Swati Yadav,ECE,3,2021,9559321428,bvrit123,44
21211B0050,Kavya Verma,ECE,3,2021,9238760403,bvrit123,95
21211B0051,Priya Kumar,ECE,3,2021,9379066782,bvrit123,74
21211B0052,Aditya Rao,ECE,3,2021,9110453357,bvrit123,60
21211B0053,Kavya Agarwal,ECE,3,2021,9124092503,bvrit123,6
21211B0054,Sneha Verma,ECE,3,2021,9714086113,bvrit123,85
21211B0055,Neha Chowdary,ECE,3,2021,9537349341,bvrit123,144
21211B0056,Aryan Agarwal,ECE,3,2021,9463188936,bvrit123,51
21211B0057,Vikram Kumar,ECE,3,2021,9735502536,bvrit123,43
21211B0058,Aditya Naidu,ECE,3,2021,9431381000,bvrit123,88
21211B0059,Riya Yadav,ECE,3,2021,9304833365,bvrit123,32
21211B0060,Aryan Agarwal,ECE,3,2021,9165344460,bvrit123,131
21211B0061,Rahul Reddy,ECE,3,2021,9208796198,bvrit123,80
21211B0062,Anjali Singh,ECE,3,2021,9566505651,bvrit123,17
21211B0063,Siddharth Singh,ECE,3,2021,9655065645,bvrit123,100
21211C0001,Siddharth Rao,EEE,3,2021,9988391124,bvrit123,125
21211C0002,Rohit Sharma,EEE,3,2021,9310211303,bvrit123,14
21211C0003,Karthik Verma,EEE,3,2021,9677968887,bvrit123,115
21211C0004,Swati Patil,EEE,3,2021,9263392313,bvrit123,93
21211C0005,Sneha Agarwal,EEE,3,2021,9861007867,bvrit123,89
21211C0006,Aryan Patil,EEE,3,2021,9181429497,bvrit123,102
21211C0007,Varun Naidu,EEE,3,2021,9814394885,bvrit123,4
21211C0008,Sneha Chowdary,EEE,3,2021,9851243957,bvrit123,75
21211C0009,Meghana Rao,EEE,3,2021,9764443793,bvrit123,49
21211C0010,Arjun Verma,EEE,3,2021,9685235614,bvrit123,5
21211C0011,Rohit Deshmukh,EEE,3,2021,9192238605,bvrit123,84
21211C0012,Siddharth Gupta,EEE,3,2021,9256878313,bvrit123,84
21211C0013,Sneha Goud,EEE,3,2021,9904532665,bvrit123,75
21211C0014,Rohit Reddy,EEE,3,2021,9708053919,bvrit123,131
21211C0015,Varun Sharma,EEE,3,2021,9197298203,bvrit123,110
21211C0016,Arjun Naidu,EEE,3,2021,9375833353,bvrit123,60
21211C0017,Anjali Goud,EEE,3,2021,9172388021,bvrit123,58
21211C0018,Swati Patil,EEE,3,2021,9844588568,bvrit123,14
21211C0019,Karthik Reddy,EEE,3,2021,9597730725,bvrit123,29
21211C0020,Aryan Deshmukh,EEE,3,2021,9293412010,bvrit123,92
21211C0021,Aryan Chowdary,EEE,3,2021,9606973694,bvrit123,117
21211C0022,Arjun Naidu,EEE,3,2021,9695581404,bvrit123,47
21211C0023,Arjun Kumar,EEE,3,2021,9390095453,bvrit123,72
21211C0024,Aryan Rao,EEE,3,2021,9365374628,bvrit123,80
21211C0025,Siddharth Yadav,EEE,3,2021,9577061887,bvrit123,27
21211C0026,Rahul Chowdary,EEE,3,2021,9346640185,bvrit123,131
21211C0027,Riya Yadav,EEE,3,2021,9251933563,bvrit123,5
21211C0028,Meghana Gupta,EEE,3,2021,9702518036,bvrit123,134
21211C0029,Rahul Naidu,EEE,3,2021,9346305280,bvrit123,107
21211C0030,Arjun Singh,EEE,3,2021,9138057644,bvrit123,83
21211C0031,Kavya Agarwal,EEE,3,2021,9585746165,bvrit123,69
21211C0032,Pooja Chowdary,EEE,3,2021,9463979819,bvrit123,30
21211C0033,Rohit Agarwal,EEE,3,2021,9330286616,bvrit123,68
21211C0034,Priya Goud,EEE,3,2021,9281665745,bvrit123,109
21211C0035,Sneha Sharma,EEE,3,2021,9618485544,bvrit123,43
21211C0036,Siddharth Patil,EEE,3,2021,9213775069,bvrit123,136
21211C0037,Arjun Patil,EEE,3,2021,9436325918,bvrit123,118
21211C0038,Arjun Sharma,EEE,3,2021,9677390217,bvrit123,29
21211C0039,Sneha Reddy,EEE,3,2021,9969042619,bvrit123,15
21211C0040,Vikram Chowdary,EEE,3,2021,9944812322,bvrit123,94
21211C0041,Divya Sharma,EEE,3,2021,9534380619,bvrit123,61
21211C0042,Sneha Gupta,EEE,3,2021,9371559183,bvrit123,68
21211C0043,Meghana Gupta,EEE,3,2021,9309567721,bvrit123,124
21211C0044,Aditya Goud,EEE,3,2021,9707749163,bvrit123,109
21211C0045,Vikram Gupta,EEE,3,2021,9336634764,bvrit123,140
21211C0046,Arjun Gupta,EEE,3,2021,9194799460,bvrit123,7
21211C0047,Rohit Yadav,EEE,3,2021,9871066393,bvrit123,54
21211C0048,Meghana Gupta,EEE,3,2021,9986196685,bvrit123,35
21211C0049,Rahul Rao,EEE,3,2021,9531950321,bvrit123,35
21211C0050,Varun Kumar,EEE,3,2021,9496936342,bvrit123,61
21211C0051,Vikram Goud,EEE,3,2021,9277536773,bvrit123,119
21211C0052,Rahul Kumar,EEE,3,2021,9937820964,bvrit123,83
21211C0053,Kavya Reddy,EEE,3,2021,9609375219,bvrit123,17
21211C0054,Priya Agarwal,EEE,3,2021,9267338302,bvrit123,70
21211C0055,Neha Yadav,EEE,3,2021,9545130387,bvrit123,120
21211C0056,Riya Patil,EEE,3,2021,9737644800,bvrit123,37
21211C0057,Rahul Rao,EEE,3,2021,9554519573,bvrit123,59
21211C0058,Riya Gupta,EEE,3,2021,9594234579,bvrit123,61
21211C0059,Anjali Kumar,EEE,3,2021,9653699184,bvrit123,132
21211C0060,Arjun Sharma,EEE,3,2021,9610914386,bvrit123,112
21211C0061,Vikram Singh,EEE,3,2021,9773628582,bvrit123,73
21211C0062,Divya Chowdary,EEE,3,2021,9763511253,bvrit123,34
21211C0063,Riya Naidu,EEE,3,2021,9234123992,bvrit123,39
21211D0001,Neha Singh,MECH,3,2021,9848545661,bvrit123,11
21211D0002,Rahul Rao,MECH,3,2021,9222207671,bvrit123,129
21211D0003,Riya Rao,MECH,3,2021,9136340552,bvrit123,33
21211D0004,Riya Kumar,MECH,3,2021,9946424545,bvrit123,84
21211D0005,Arjun Rao,MECH,3,2021,9143000050,bvrit123,136
21211D0006,Anjali Sharma,MECH,3,2021,9384900286,bvrit123,34
21211D0007,Aryan Goud,MECH,3,2021,9731774459,bvrit123,35
21211D0008,Kavya Reddy,MECH,3,2021,9129137552,bvrit123,11
21211D0009,Swati Chowdary,MECH,3,2021,9223710130,bvrit123,64
21211D0010,Aditya Reddy,MECH,3,2021,9958258143,bvrit123,91
21211D0011,Pooja Kumar,MECH,3,2021,9679446490,bvrit123,77
21211D0012,Neha Singh,MECH,3,2021,9625973123,bvrit123,122
21211D0013,Riya Singh,MECH,3,2021,9499104906,bvrit123,3
21211D0014,Swati Kumar,MECH,3,2021,9334383230,bvrit123,41
21211D0015,Divya Verma,MECH,3,2021,9716393964,bvrit123,19
21211D0016,Karthik Naidu,MECH,3,2021,9827837736,bvrit123,25
21211D0017,Pooja Deshmukh,MECH,3,2021,9515165232,bvrit123,69
21211D0018,Sneha Rao,MECH,3,2021,9828768411,bvrit123,30
21211D0019,Anjali Rao,MECH,3,2021,9542266241,bvrit123,37
21211D0020,Meghana Sharma,MECH,3,2021,9559190008,bvrit123,117
21211D0021,Varun Sharma,MECH,3,2021,9233932246,bvrit123,126
21211D0022,Rohit Chowdary,MECH,3,2021,9628617287,bvrit123,140
21211D0023,Neha Agarwal,MECH,3,2021,9619824509,bvrit123,108
21211D0024,Riya Naidu,MECH,3,2021,9444807570,bvrit123,40
21211D0025,Aryan Gupta,MECH,3,2021,9902693350,bvrit123,102
21211D0026,Nikhil Reddy,MECH,3,2021,9820303936,bvrit123,57
21211D0027,Priya Deshmukh,MECH,3,2021,9664087685,bvrit123,23
21211D0028,Priya Goud,MECH,3,2021,9240689441,bvrit123,13
21211D0029,Karthik Chowdary,MECH,3,2021,9885741285,bvrit123,78
21211D0030,Siddharth Yadav,MECH,3,2021,9548224734,bvrit123,32
21211D0031,Swati Reddy,MECH,3,2021,9270232781,bvrit123,99
21211D0032,Neha Deshmukh,MECH,3,2021,9656160992,bvrit123,110
21211D0033,Neha Verma,MECH,3,2021,9208801904,bvrit123,22
21211D0034,Riya Reddy,MECH,3,2021,9360466879,bvrit123,132
21211D0035,Pooja Patil,MECH,3,2021,9729352544,bvrit123,128
21211D0036,Sneha Yadav,MECH,3,2021,9901785168,bvrit123,34
21211D0037,Rahul Reddy,MECH,3,2021,9552405285,bvrit123,11
21211D0038,Pooja Singh,MECH,3,2021,9376528822,bvrit123,12
21211D0039,Siddharth Yadav,MECH,3,2021,9597931579,bvrit123,36
21211D0040,Priya Rao,MECH,3,2021,9413356667,bvrit123,135
21211D0041,Divya Rao,MECH,3,2021,9394609706,bvrit123,73
21211D0042,Kavya Rao,MECH,3,2021,9554292790,bvrit123,130
21211D0043,Varun Singh,MECH,3,2021,9291898614,bvrit123,56
21211D0044,Neha Reddy,MECH,3,2021,9930504277,bvrit123,109
21211D0045,Varun Rao,MECH,3,2021,9441926518,bvrit123,93
21211D0046,Vikram Gupta,MECH,3,2021,9331276840,bvrit123,106
21211D0047,Neha Kumar,MECH,3,2021,9908227646,bvrit123,123
21211D0048,Nikhil Yadav,MECH,3,2021,9656493242,bvrit123,52
21211D0049,Aditya Verma,MECH,3,2021,9793019819,bvrit123,72
21211D0050,Aryan Naidu,MECH,3,2021,9257393052,bvrit123,134
21211D0051,Aditya Verma,MECH,3,2021,9375578899,bvrit123,27
21211D0052,Rahul Patil,MECH,3,2021,9949012049,bvrit123,104
21211D0053,Pooja Rao,MECH,3,2021,9473695589,bvrit123,37
21211D0054,Sneha Kumar,MECH,3,2021,9357887997,bvrit123,75
21211D0055,Meghana Deshmukh,MECH,3,2021,9717916365,bvrit123,90
21211D0056,Vikram Verma,MECH,3,2021,9220911119,bvrit123,141
21211D0057,Kavya Singh,MECH,3,2021,9450957818,bvrit123,141
21211D0058,Siddharth Goud,MECH,3,2021,9749646765,bvrit123,106
21211D0059,Pooja Singh,MECH,3,2021,9145234986,bvrit123,23
21211D0060,Anjali Singh,MECH,3,2021,9955610583,bvrit123,102
21211D0061,Karthik Singh,MECH,3,2021,9958594262,bvrit123,124
21211D0062,Kavya Kumar,MECH,3,2021,9990295120,bvrit123,80
21211D0063,Rohit Agarwal,MECH,3,2021,9254390702,bvrit123,21
